username;date;retweets;favorites;text;geo;location;mentions;hashtags;id;query;permalink
VerkeerGent;2017-12-12 09:17;0;0;"De trein van: Gent-Sint-Pieters om 08:46 naar #Schaarbeek /Schaerbeek heeft een vertraging van 50 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Schaarbeek #Gent #trein #iRail;"940480768073195525";vertraging AND trein;https://twitter.com/VerkeerGent/status/940480768073195525
ndvanjaarsveld;2017-12-12 09:08;0;0;"Antwoord: Het ging fout. De eerste vertraging is binnen, respectievelijk tien minuten. Benieuwd hoe groot de schade nog gaat worden. Voor NS doen gaat het nog uitzonderlijk goed. Maar ik ben mezelf dankbaar dat ik in Groningen met anderhalf uur speling in de trein stapte.";;Nederland;;;"940478379110879232";vertraging AND trein;https://twitter.com/ndvanjaarsveld/status/940478379110879232
VerkeerGent;2017-12-12 09:02;0;0;"De trein van: Gent-Sint-Pieters om 08:46 naar #Schaarbeek /Schaerbeek heeft een vertraging van 41 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Schaarbeek #Gent #trein #iRail;"940476992348139526";vertraging AND trein;https://twitter.com/VerkeerGent/status/940476992348139526
TIM__GO;2017-12-12 09:02;0;3;"Dan loopt ge om 7.54 naar uwen trein die om 7.55 aankomt. Komt ge aan het perron, helemaal uitgeput, zegt die vrouw van de luidsprekers "uw trein heeft 20' vertraging ...........";;Antwerp - Belgium;;;"940476918536785920";vertraging AND trein;https://twitter.com/TIM__GO/status/940476918536785920
kaleries;2017-12-12 08:59;0;0;"Hier hetzelfde verhaal. Wachten op een trein met vertraging die vervolgens helemaal niet rijdt. Ik ben ook maar weer naar huis gegaan.";;Nimwege;;;"940476132641722370";vertraging AND trein;https://twitter.com/kaleries/status/940476132641722370
VerkeerGent;2017-12-12 08:47;0;0;"De trein van: Gent-Sint-Pieters om 08:46 naar #Schaarbeek /Schaerbeek heeft een vertraging van 28 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Schaarbeek #Gent #trein #iRail;"940473215738146816";vertraging AND trein;https://twitter.com/VerkeerGent/status/940473215738146816
NS_online;2017-12-12 08:39;0;0;"dat ook zien in onze reisplanner. Volgens mijn reisgegevens gaat de trein van 07:48 wel volgens dienstregeling. Voor geld terug bij vertraging kun je hier terecht: http:// bit.ly/2htBHx0 ^SB 2/2";;Utrecht;;;"940471048432181248";vertraging AND trein;https://twitter.com/NS_online/status/940471048432181248
NS_online;2017-12-12 08:35;0;0;"Die van 07:30 zou moeten rijden, die van 07:00 ook met veel vertraging . Zit je momenteel in de trein ? ^RD";;Utrecht;;;"940470080953077760";vertraging AND trein;https://twitter.com/NS_online/status/940470080953077760
VerkeerGent;2017-12-12 08:32;0;0;"De trein van: Gent-Sint-Pieters om 08:46 naar #Schaarbeek /Schaerbeek heeft een vertraging van 26 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Schaarbeek #Gent #trein #iRail;"940469438712774657";vertraging AND trein;https://twitter.com/VerkeerGent/status/940469438712774657
Yen_li;2017-12-12 08:30;0;2;"Ah gelukkig: de trein die ik dacht te gaan missen heeft 15 min vertraging Als mijn aansluiting dat nu ook heeft, kom ik toch nog soort van op tijd";;;;;"940468797772886016";vertraging AND trein;https://twitter.com/Yen_li/status/940468797772886016
McHollander;2017-12-12 08:29;0;0;"De trein van 6.38 hebben jullie een half uur lang van beweerd dat-ie onderweg was met vertraging . Zelfde nu. Die komt uit Amsterdam. Dat is een kwartier. Dit is dus aantoonbare onzin: jullie weten toch wel waar jullie treinen zijn?";;Westzaan;;;"940468575919276032";vertraging AND trein;https://twitter.com/McHollander/status/940468575919276032
sevdiyakucuknar;2017-12-12 08:29;0;0;"En daar gaan we weer. #vertraging #ns #trein @NS_online pic.twitter.com/MsFQhW5VWt";;'s-Hertogenbosch;@NS_online;#vertraging #ns #trein;"940468519807913984";vertraging AND trein;https://twitter.com/sevdiyakucuknar/status/940468519807913984
Tukkerpower;2017-12-12 08:28;0;0;"Heel erg fijn, je checkt de app en je trein rijdt. Je komt op het perron en de trein heeft vertraging . Eerst 5, dan 10, dan 15 en poef hij is weg. Het project: "jaag iedereen de auto in, dan komt er materieel en zitplaatsen vrij" werkt tot nu toe prima.";;;;;"940468260453212163";vertraging AND trein;https://twitter.com/Tukkerpower/status/940468260453212163
Ohsosteffi;2017-12-12 08:27;0;3;"Van die mensen die sws te laat van huis zijn gegaan en eigenlijk de trein gemist zouden hebben als hij geen vertraging had en dan janken dat er geen zitplek is. #treinleven";;Nijmegen, Nederland;;#treinleven;"940468222788325376";vertraging AND trein;https://twitter.com/Ohsosteffi/status/940468222788325376
myrthe_bakker;2017-12-12 08:24;0;0;"@Arriva_NL Is er nog vertraging in het trein traject #Gorinchem - #Dordrecht ??";;;@Arriva_NL;#Gorinchem #Dordrecht;"940467445189537792";vertraging AND trein;https://twitter.com/myrthe_bakker/status/940467445189537792
NS_online;2017-12-12 08:17;0;0;"Dat is wel bijzonder. Ik heb ook even gekeken en ik zie dat het ook in de app is bijgewerkt. Ik begrijp uit je bericht dat dit niet het geval was op het moment dat je de trein moest nemen. Heb je hierdoor veel vertraging opgelopen? Ik wil in ieder geval je melding graag 1/2";;Utrecht;;;"940465714590183424";vertraging AND trein;https://twitter.com/NS_online/status/940465714590183424
VerkeerGent;2017-12-12 08:17;0;0;"De trein van: Gent-Sint-Pieters om 08:46 naar #Schaarbeek /Schaerbeek heeft een vertraging van 21 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Schaarbeek #Gent #trein #iRail;"940465661876285440";vertraging AND trein;https://twitter.com/VerkeerGent/status/940465661876285440
Haggem;2017-12-12 08:16;0;0;"NS app om 7:00 uur: je trein heeft 2 min vertraging . Stationsbord om 7:15: Je trein heeft 20 minuten vertraging .";;The Dark Tower;;;"940465349010608128";vertraging AND trein;https://twitter.com/Haggem/status/940465349010608128
gertcuppens;2017-12-12 08:09;0;0;"Ik herken het fragment. Ik zat op dezelfde trein . Gelukkig had die vertraging anders had ik hem nooit gehaald.";;Overpelt - Belgium;;;"940463603190247424";vertraging AND trein;https://twitter.com/gertcuppens/status/940463603190247424
McHollander;2017-12-12 08:05;0;0;"De vorige trein heeft 40 minuten vertraging . Die van zodirect 10.";;Westzaan;;;"940462502751633409";vertraging AND trein;https://twitter.com/McHollander/status/940462502751633409
maddyJDK;2017-12-12 07:50;0;1;"me bus en trein hebben nu al 10 minuten vertraging";;amsterdam;;;"940458922699345920";vertraging AND trein;https://twitter.com/maddyJDK/status/940458922699345920
etoscani65;2017-12-12 07:37;0;0;"#nsNiet pochen dat je met een normale dienstregeling start. Voorlopig zijn de tussentreinen er weer uitgehaald en heeft mijn trein al 22 minuten vertraging .";;;;#nsNiet;"940455470690701317";vertraging AND trein;https://twitter.com/etoscani65/status/940455470690701317
renske_adriaens;2017-12-12 07:24;0;3;"Ik had echt gehoopt da men trein kei veel vertraging had da’k ni naar school moest, maarja niet dus (momenteel)";;Aalst, België;;;"940452383099899904";vertraging AND trein;https://twitter.com/renske_adriaens/status/940452383099899904
Geka01;2017-12-12 07:24;0;0;"@KeolisNED is het teveel gevraagd als ik in Borne vertrekt ri Zutphen via Hengelo om bij vertraging van enkele minuten, de aansluitende trein in Hengelo even te laten wachten?";;Borne;@KeolisNED;;"940452374228951040";vertraging AND trein;https://twitter.com/Geka01/status/940452374228951040
MKO0548;2017-12-12 07:23;0;0;"@KeolisBlauwnet jammer dat er bij de eerste trein alweer 13 minuten vertraging is. Wachten bij Zwolle op een trein die kruist. Ja mijn trein naar #Roosendaal !";;Hulsen, Overijssel Nederland;@KeolisBlauwnet;#Roosendaal;"940452087879622657";vertraging AND trein;https://twitter.com/MKO0548/status/940452087879622657
VerkeerGent;2017-12-12 06:47;0;0;"De trein van: Gent-Sint-Pieters om 06:22 naar #Mechelen heeft een vertraging van 29 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Mechelen #Gent #trein #iRail;"940443004116045824";vertraging AND trein;https://twitter.com/VerkeerGent/status/940443004116045824
VerkeerGent;2017-12-12 06:32;0;0;"De trein van: Gent-Sint-Pieters om 06:22 naar #Mechelen heeft een vertraging van 24 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Mechelen #Gent #trein #iRail;"940439227342446592";vertraging AND trein;https://twitter.com/VerkeerGent/status/940439227342446592
JensLem;2017-12-12 05:39;0;3;"De 4u40 trein . Mét vertraging . Speciaal. nmbs https://www. instagram.com/p/BclmEcunMdQ/";;België;;;"940425964512620544";vertraging AND trein;https://twitter.com/JensLem/status/940425964512620544
SWevers;2017-12-12 03:40;3;64;"Na veel gedoe met vertraging van Tokio tot hier ;) zijn we uiteindelijk niet verder gekomen dan Amersfoort met de trein ... Maar!! de #NS brengt ons ZELFS OP DIT TIJDSTIP netjes naar huis! Dankjewel @NS_online #ReizigerOp123 pic.twitter.com/faJXQX30eC";;;@NS_online;#NS #ReizigerOp123;"940395980909932544";vertraging AND trein;https://twitter.com/SWevers/status/940395980909932544
JakobWedemeijer;2017-12-12 00:11;0;1;"Gaat er nog een trein naar Amsterdam. Ik hoor dat er niks gaat maar zie nog de trein van 2309 die met vertraging gaat.";;Eindhoven, Nederland;;;"940343269912956928";vertraging AND trein;https://twitter.com/JakobWedemeijer/status/940343269912956928
josdebeij;2017-12-12 00:05;0;0;"Terwolde is eindstation. Er stond bv een sollicitatiegesprek gepland. Tja. Dan ga je naar je werk. Vanmorgen een kwartier vertraging ... Ach ja. Ik blijf daar vrolijk onder. Er zaten ook mensen in de trein waarvan de vlucht gecanceld was en nu uren bezig waren thuis te komen.";;;;;"940341711737376768";vertraging AND trein;https://twitter.com/josdebeij/status/940341711737376768
josdebeij;2017-12-11 23:56;0;0;"Ja hoor :-) ik ben tegen vier uur op den haag CS in trein gestapt om via Amsterdam Zuid trein naar Deventer te pakken. Na vertraging op Schiphol gestrand waar alle treinen ‘cancelled’ waren. Uiteindelijk trein naar A’dam CS want reisplanner gaf aan dat vanaf CS treinen reden. pic.twitter.com/nTiymDPpvz";;;;;"940339625419304961";vertraging AND trein;https://twitter.com/josdebeij/status/940339625419304961
LukasTeijema;2017-12-11 23:45;0;1;"Vanmiddag keurig door @NS_online van A naar B gebracht. Ja, het was met 20 minuten vertraging en ja, de trein was best vol, maar ook langer en verder zonder fout op eindstation aangekomen. Er zijn normale dagen dat het minder soepel gaat.";;Oegstgeest, The Netherlands;@NS_online;;"940336640337301506";vertraging AND trein;https://twitter.com/LukasTeijema/status/940336640337301506
DullBoyLeon;2017-12-11 23:29;0;2;"Waarom Bejuweled met geluid aan in de trein als iedereen minstens 4 uur vertraging heeft? Dat is net als een ss-pak aantrekken en dan ergens heen gaan waar ze dat niet leuk vinden zoals bijvoorbeeld een dierenspeciaalzaak. Of elke andere plek.";;;;;"940332824061775872";vertraging AND trein;https://twitter.com/DullBoyLeon/status/940332824061775872
marmoosje;2017-12-11 23:25;0;1;"De trein reed het station uit. De mensen applaudiseerden. Vertraging verbroedert.";;;;;"940331791906410498";vertraging AND trein;https://twitter.com/marmoosje/status/940331791906410498
MagIkDanBijJou;2017-12-11 23:17;0;2;"Oké, ik kwam thuis! 40 minuten vertraging door de NS, want 1 trein reed ineens niet meer en daarna was er een sein en overweg storing. Op Nijmegen moest ik heel lang zoeken voor mijn fiets, en toen moest ik heel voorzichtig naar huis fietsen. Ik ben NIET gevallen! :D";;Nijmegen;;;"940329786098012163";vertraging AND trein;https://twitter.com/MagIkDanBijJou/status/940329786098012163
BDesertfox;2017-12-11 23:17;0;0;"Als je dan eindelijk na uren #NS de bestemming haalt, meldt de conducteur dat de trein met een vertraging 5 minuten is binnengekomen en wenst ons een prettige dag.";;;;#NS;"940329643491647488";vertraging AND trein;https://twitter.com/BDesertfox/status/940329643491647488
VerkeerGent;2017-12-11 23:13;0;0;"De trein van: Gent-Dampoort om 22:40 naar #De Panne heeft een vertraging van 38 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#De #Gent #trein #iRail;"940328638343467008";vertraging AND trein;https://twitter.com/VerkeerGent/status/940328638343467008
NS_online;2017-12-11 23:13;0;0;"dat geeft niet Wouter, daar zijn we voor! De trein van 22:03 rijdt met 11 minuten vertraging vanaf spoor 4 naar Utrecht. Als je die niet meer haalt gaat er om 22:33 ook een IC naar Utrecht vanaf spoor 4. Gaat dat lukken zo? Succes! ^MQ";;Utrecht;;;"940328632677011459";vertraging AND trein;https://twitter.com/NS_online/status/940328632677011459
myrmaelynn;2017-12-11 23:01;0;1;"Slecht ik had tot vierde maar dat wist ik nie ik moest eerst met de trein en half lopend en dan ook nog eens vertraging ik had net zo goed thuis kunnen blijven";;Nederland;;;"940325789840629760";vertraging AND trein;https://twitter.com/myrmaelynn/status/940325789840629760
VerkeerGent;2017-12-11 22:58;0;0;"De trein van: Gent-Dampoort om 22:40 naar #De Panne heeft een vertraging van 37 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#De #Gent #trein #iRail;"940324862358368257";vertraging AND trein;https://twitter.com/VerkeerGent/status/940324862358368257
VerkeerGent;2017-12-11 22:43;0;0;"De trein van: Gent-Dampoort om 22:40 naar #De Panne heeft een vertraging van 33 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#De #Gent #trein #iRail;"940321086457176064";vertraging AND trein;https://twitter.com/VerkeerGent/status/940321086457176064
Popmartijn;2017-12-11 22:28;0;1;"I will! :) ( Trein is nog niet vertrokken, dus 3 minuten vertraging nu)";;;;;"940317386196045824";vertraging AND trein;https://twitter.com/Popmartijn/status/940317386196045824
betravia;2017-12-11 22:21;0;0;"Zeker. Ze rijden niet of met vertraging . Er is geen zitplaats. Ze worden gevolgd door sneeuwgladde wandelingen naar bussen die ook in de file staan of wegslippen. En dan nog meer sneeuwgladde wandelingen naar kantoor. Jolijt. Waarom nemen we toch niet allemaal de trein ?";;Antwerpen, België;;;"940315698542338048";vertraging AND trein;https://twitter.com/betravia/status/940315698542338048
jasmijnnobel;2017-12-11 22:06;0;1;"Hi @NS_online het zou fijn zijn als jullie in de reisplanner hetzelfde zouden zetten als op de borden op de perrons. In de app staat geen vertraging maar op het perron staat dat de trein niet rijdt..";;;@NS_online;;"940311913401110534";vertraging AND trein;https://twitter.com/jasmijnnobel/status/940311913401110534
sytheolivia;2017-12-11 21:47;0;0;"Ma snapje ik ga ni om 6u opstaan om dan te horen da mijn trein ni rijdt/ vertraging heeft waardoor ik mijn lessen mis & evengoe thuis had kunnen studeren";;Omo Naija;;;"940307095127195649";vertraging AND trein;https://twitter.com/sytheolivia/status/940307095127195649
ArjanZevenaar;2017-12-11 21:39;0;0;"Bus reedt Fred, ben ff doorgelopen naar kronenburg, trein rijdt nu met 5 min vertraging";;Zevenaar;;;"940305083316744192";vertraging AND trein;https://twitter.com/ArjanZevenaar/status/940305083316744192
mnmymusic;2017-12-11 21:39;0;0;"als het aan de @NS_online NS ligt krijg je niks 3,5 vertraging en ben net pas uit Utrecht. Weg met een stop trein en thuis zal ik rond 23 hopelijk zijn. Wat krijg ik terug ?";;;@NS_online;;"940305071119716352";vertraging AND trein;https://twitter.com/mnmymusic/status/940305071119716352
VlaminckMarina;2017-12-11 21:27;0;1;"Heb jij geluk,ik had trein om 15.08 van Hasselt,naar Antwerpen met 20min. vertraging .";;;;;"940302001316999168";vertraging AND trein;https://twitter.com/VlaminckMarina/status/940302001316999168
chr1stophe;2017-12-11 21:14;0;1;"#NMBS humor: “De trein van 18u36 met 81 minuten vertraging komt dadelijk aan op spoor 2” - wacht 15′ in de sneeuw op spoor 2 “TOCH AfGESCHAFT MOEHAHA”";;Antwerp, Belgium;;#NMBS;"940298655373910016";vertraging AND trein;https://twitter.com/chr1stophe/status/940298655373910016
gjbijzet;2017-12-11 21:12;0;0;"Nee, waar had dat dan gemoeten? Ik was om 17:29 op het station, zodat ik de 17:35 intercity Amersfoort-Zwolle kon halen. Die was gecanceld. Dus pakte ik de eerstvolgende trein ri. Zwolle, de sprinter. Pas in Zwolle uitgecheckt. Met 31 minuten vertraging . Maar kan niets claimen.";;Zwolle;;;"940298151981928448";vertraging AND trein;https://twitter.com/gjbijzet/status/940298151981928448
VerkeerGent;2017-12-11 21:02;0;0;"De trein van: Gent-Sint-Pieters om 21:11 naar #Antwerp -Central heeft een vertraging van 49 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Antwerp #Gent #trein #iRail;"940295735601397760";vertraging AND trein;https://twitter.com/VerkeerGent/status/940295735601397760
VerkeerGent;2017-12-11 21:02;0;0;"De trein van: Gent-Sint-Pieters om 20:27 naar #Antwerp -Central heeft een vertraging van 41 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Antwerp #Gent #trein #iRail;"940295735593127936";vertraging AND trein;https://twitter.com/VerkeerGent/status/940295735593127936
